,GraduationYear,FieldofStudy,NFQLevel,Institutions,NumberofGraduates
10372,2015,"Business, Administration and Law",NFQ Level 8,Maynooth University,290
10376,2015,"Business, Administration and Law",NFQ Level 8,IT Sligo,110
10377,2015,"Business, Administration and Law",NFQ Level 8,IT Tallaght,140
10378,2015,"Business, Administration and Law",NFQ Level 8,IT Tralee,30
10379,2015,"Business, Administration and Law",NFQ Level 8,Trinity College Dublin,240
10381,2015,"Business, Administration and Law",NFQ Level 8,Waterford IT,230
10384,2015,"Business, Administration and Law",NFQ Level 9,Athlone IT,20
10387,2015,"Business, Administration and Law",NFQ Level 9,University College Cork,290
10388,2015,"Business, Administration and Law",NFQ Level 9,Cork IT,40
10389,2015,"Business, Administration and Law",NFQ Level 9,IT Carlow,10
10390,2015,"Business, Administration and Law",NFQ Level 9,Dublin City University,250
10391,2015,"Business, Administration and Law",NFQ Level 9,Dundalk IT,10
10393,2015,"Business, Administration and Law",NFQ Level 9,University College Dublin,810
10394,2015,"Business, Administration and Law",NFQ Level 9,Dublin Institute of Technology,310
10395,2015,"Business, Administration and Law",NFQ Level 9,Galway-Mayo IT,10
10396,2015,"Business, Administration and Law",NFQ Level 9,"National University of Ireland, Galway",280
10397,2015,"Business, Administration and Law",NFQ Level 9,Limerick IT,10
10398,2015,"Business, Administration and Law",NFQ Level 9,University of Limerick,150
10399,2015,"Business, Administration and Law",NFQ Level 9,Letterkenny IT,10
10401,2015,"Business, Administration and Law",NFQ Level 9,Maynooth University,70
10408,2015,"Business, Administration and Law",NFQ Level 9,Trinity College Dublin,190
10410,2015,"Business, Administration and Law",NFQ Level 9,Waterford IT,50
10476,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 6,IT Carlow,10
10485,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 6,University of Limerick,10
10492,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 6,IT Sligo,10
10500,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 7,Athlone IT,20
10504,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 7,Cork IT,30
10505,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 7,IT Carlow,20
10507,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 7,Dundalk IT,50
10510,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 7,Dublin Institute of Technology,60
10511,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 7,Galway-Mayo IT,30
10513,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 7,Limerick IT,20
10515,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 7,Letterkenny IT,30
10521,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 7,IT Sligo,20
10522,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 7,IT Tallaght,50
10523,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 7,IT Tralee,20
10526,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 7,Waterford IT,20
10529,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,Athlone IT,30
10532,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,University College Cork,380
10533,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,Cork IT,90
10534,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,IT Carlow,30
10535,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,Dublin City University,180
10536,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,Dundalk IT,10
10538,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,University College Dublin,340
10539,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,Dublin Institute of Technology,110
10540,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,Galway-Mayo IT,60
10541,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,"National University of Ireland, Galway",360
10542,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,Limerick IT,40
10543,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,University of Limerick,190
10544,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,Letterkenny IT,10
10546,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,Maynooth University,240
10550,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,IT Sligo,60
10551,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,IT Tallaght,60
10552,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,IT Tralee,20
10553,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,Trinity College Dublin,390
10555,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 8,Waterford IT,40
10558,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 9,Athlone IT,10
10561,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 9,University College Cork,60
10562,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 9,Cork IT,10
10564,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 9,Dublin City University,50
10567,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 9,University College Dublin,120
10568,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 9,Dublin Institute of Technology,10
10570,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 9,"National University of Ireland, Galway",50
10572,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 9,University of Limerick,20
10575,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 9,Maynooth University,40
10582,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 9,Trinity College Dublin,70
10590,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 10,University College Cork,40
10593,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 10,Dublin City University,20
10596,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 10,University College Dublin,30
10597,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 10,Dublin Institute of Technology,10
10599,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 10,"National University of Ireland, Galway",20
10601,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 10,University of Limerick,20
10604,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 10,Maynooth University,20
10609,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 10,IT Tallaght,10
10611,2015,"Natural Sciences, Mathematics and Statistics",NFQ Level 10,Trinity College Dublin,60
10647,2015,Information and Communication Technologies,NFQ Level 6,IT Blanchardstown,10
10658,2015,Information and Communication Technologies,NFQ Level 6,Limerick IT,10
10662,2015,Information and Communication Technologies,NFQ Level 6,Maynooth University,10
10668,2015,Information and Communication Technologies,NFQ Level 6,IT Tralee,10
10674,2015,Information and Communication Technologies,NFQ Level 7,Athlone IT,20
10676,2015,Information and Communication Technologies,NFQ Level 7,IT Blanchardstown,10
10678,2015,Information and Communication Technologies,NFQ Level 7,Cork IT,20
10679,2015,Information and Communication Technologies,NFQ Level 7,IT Carlow,10
10681,2015,Information and Communication Technologies,NFQ Level 7,Dundalk IT,40
10682,2015,Information and Communication Technologies,NFQ Level 7,"Dun Laoghaire Institute of Art, Design and Technology",10
10685,2015,Information and Communication Technologies,NFQ Level 7,Galway-Mayo IT,40
10687,2015,Information and Communication Technologies,NFQ Level 7,Limerick IT,40
10689,2015,Information and Communication Technologies,NFQ Level 7,Letterkenny IT,40
10695,2015,Information and Communication Technologies,NFQ Level 7,IT Sligo,40
10696,2015,Information and Communication Technologies,NFQ Level 7,IT Tallaght,10
10697,2015,Information and Communication Technologies,NFQ Level 7,IT Tralee,20
10700,2015,Information and Communication Technologies,NFQ Level 7,Waterford IT,20
10703,2015,Information and Communication Technologies,NFQ Level 8,Athlone IT,50
10705,2015,Information and Communication Technologies,NFQ Level 8,IT Blanchardstown,10
10706,2015,Information and Communication Technologies,NFQ Level 8,University College Cork,160
10707,2015,Information and Communication Technologies,NFQ Level 8,Cork IT,20
10708,2015,Information and Communication Technologies,NFQ Level 8,IT Carlow,50
10709,2015,Information and Communication Technologies,NFQ Level 8,Dublin City University,90
10710,2015,Information and Communication Technologies,NFQ Level 8,Dundalk IT,30
10711,2015,Information and Communication Technologies,NFQ Level 8,"Dun Laoghaire Institute of Art, Design and Technology",20
10712,2015,Information and Communication Technologies,NFQ Level 8,University College Dublin,30
10713,2015,Information and Communication Technologies,NFQ Level 8,Dublin Institute of Technology,90
10714,2015,Information and Communication Technologies,NFQ Level 8,Galway-Mayo IT,50
10715,2015,Information and Communication Technologies,NFQ Level 8,"National University of Ireland, Galway",60
10716,2015,Information and Communication Technologies,NFQ Level 8,Limerick IT,50
10717,2015,Information and Communication Technologies,NFQ Level 8,University of Limerick,100
10718,2015,Information and Communication Technologies,NFQ Level 8,Letterkenny IT,30
10720,2015,Information and Communication Technologies,NFQ Level 8,Maynooth University,50
10724,2015,Information and Communication Technologies,NFQ Level 8,IT Sligo,10
10725,2015,Information and Communication Technologies,NFQ Level 8,IT Tallaght,30
10726,2015,Information and Communication Technologies,NFQ Level 8,IT Tralee,10
10727,2015,Information and Communication Technologies,NFQ Level 8,Trinity College Dublin,50
10729,2015,Information and Communication Technologies,NFQ Level 8,Waterford IT,70
10732,2015,Information and Communication Technologies,NFQ Level 9,Athlone IT,30
10734,2015,Information and Communication Technologies,NFQ Level 9,IT Blanchardstown,10
10735,2015,Information and Communication Technologies,NFQ Level 9,University College Cork,170
10736,2015,Information and Communication Technologies,NFQ Level 9,Cork IT,10
10738,2015,Information and Communication Technologies,NFQ Level 9,Dublin City University,30
10741,2015,Information and Communication Technologies,NFQ Level 9,University College Dublin,60
10742,2015,Information and Communication Technologies,NFQ Level 9,Dublin Institute of Technology,30
10744,2015,Information and Communication Technologies,NFQ Level 9,"National University of Ireland, Galway",20
10746,2015,Information and Communication Technologies,NFQ Level 9,University of Limerick,40
10749,2015,Information and Communication Technologies,NFQ Level 9,Maynooth University,20
10756,2015,Information and Communication Technologies,NFQ Level 9,Trinity College Dublin,40
10758,2015,Information and Communication Technologies,NFQ Level 9,Waterford IT,10
10764,2015,Information and Communication Technologies,NFQ Level 10,University College Cork,10
10770,2015,Information and Communication Technologies,NFQ Level 10,University College Dublin,10
10829,2015,"Engineering, Manufacturing and Construction",NFQ Level 6,Dublin Institute of Technology,20
10832,2015,"Engineering, Manufacturing and Construction",NFQ Level 6,Limerick IT,50
10841,2015,"Engineering, Manufacturing and Construction",NFQ Level 6,IT Tallaght,10
10845,2015,"Engineering, Manufacturing and Construction",NFQ Level 6,Waterford IT,20
10848,2015,"Engineering, Manufacturing and Construction",NFQ Level 7,Athlone IT,30
10850,2015,"Engineering, Manufacturing and Construction",NFQ Level 7,IT Blanchardstown,10
10852,2015,"Engineering, Manufacturing and Construction",NFQ Level 7,Cork IT,70
10853,2015,"Engineering, Manufacturing and Construction",NFQ Level 7,IT Carlow,40
10855,2015,"Engineering, Manufacturing and Construction",NFQ Level 7,Dundalk IT,40
10858,2015,"Engineering, Manufacturing and Construction",NFQ Level 7,Dublin Institute of Technology,160
10859,2015,"Engineering, Manufacturing and Construction",NFQ Level 7,Galway-Mayo IT,100
10861,2015,"Engineering, Manufacturing and Construction",NFQ Level 7,Limerick IT,60
10863,2015,"Engineering, Manufacturing and Construction",NFQ Level 7,Letterkenny IT,40
10869,2015,"Engineering, Manufacturing and Construction",NFQ Level 7,IT Sligo,80
10870,2015,"Engineering, Manufacturing and Construction",NFQ Level 7,IT Tallaght,40
10871,2015,"Engineering, Manufacturing and Construction",NFQ Level 7,IT Tralee,10
10874,2015,"Engineering, Manufacturing and Construction",NFQ Level 7,Waterford IT,30
10877,2015,"Engineering, Manufacturing and Construction",NFQ Level 8,Athlone IT,20
10878,2015,"Engineering, Manufacturing and Construction",NFQ Level 8,St Angela's College of Home Economics,10
10879,2015,"Engineering, Manufacturing and Construction",NFQ Level 8,IT Blanchardstown,10
10880,2015,"Engineering, Manufacturing and Construction",NFQ Level 8,University College Cork,130
10881,2015,"Engineering, Manufacturing and Construction",NFQ Level 8,Cork IT,150
10882,2015,"Engineering, Manufacturing and Construction",NFQ Level 8,IT Carlow,20
10883,2015,"Engineering, Manufacturing and Construction",NFQ Level 8,Dublin City University,70
10884,2015,"Engineering, Manufacturing and Construction",NFQ Level 8,Dundalk IT,30
10886,2015,"Engineering, Manufacturing and Construction",NFQ Level 8,University College Dublin,260
10887,2015,"Engineering, Manufacturing and Construction",NFQ Level 8,Dublin Institute of Technology,250
10888,2015,"Engineering, Manufacturing and Construction",NFQ Level 8,Galway-Mayo IT,90
10889,2015,"Engineering, Manufacturing and Construction",NFQ Level 8,"National University of Ireland, Galway",200
10890,2015,"Engineering, Manufacturing and Construction",NFQ Level 8,Limerick IT,50
10891,2015,"Engineering, Manufacturing and Construction",NFQ Level 8,University of Limerick,290
10892,2015,"Engineering, Manufacturing and Construction",NFQ Level 8,Letterkenny IT,10
10894,2015,"Engineering, Manufacturing and Construction",NFQ Level 8,Maynooth University,50
10898,2015,"Engineering, Manufacturing and Construction",NFQ Level 8,IT Sligo,40
10899,2015,"Engineering, Manufacturing and Construction",NFQ Level 8,IT Tallaght,80
10900,2015,"Engineering, Manufacturing and Construction",NFQ Level 8,IT Tralee,10
10901,2015,"Engineering, Manufacturing and Construction",NFQ Level 8,Trinity College Dublin,210
10903,2015,"Engineering, Manufacturing and Construction",NFQ Level 8,Waterford IT,60
10906,2015,"Engineering, Manufacturing and Construction",NFQ Level 9,Athlone IT,10
10909,2015,"Engineering, Manufacturing and Construction",NFQ Level 9,University College Cork,80
10910,2015,"Engineering, Manufacturing and Construction",NFQ Level 9,Cork IT,30
10915,2015,"Engineering, Manufacturing and Construction",NFQ Level 9,University College Dublin,250
10916,2015,"Engineering, Manufacturing and Construction",NFQ Level 9,Dublin Institute of Technology,40
10918,2015,"Engineering, Manufacturing and Construction",NFQ Level 9,"National University of Ireland, Galway",50
10920,2015,"Engineering, Manufacturing and Construction",NFQ Level 9,University of Limerick,50
10923,2015,"Engineering, Manufacturing and Construction",NFQ Level 9,Maynooth University,10
10930,2015,"Engineering, Manufacturing and Construction",NFQ Level 9,Trinity College Dublin,20
10932,2015,"Engineering, Manufacturing and Construction",NFQ Level 9,Waterford IT,10
10938,2015,"Engineering, Manufacturing and Construction",NFQ Level 10,University College Cork,10
10941,2015,"Engineering, Manufacturing and Construction",NFQ Level 10,Dublin City University,10
10944,2015,"Engineering, Manufacturing and Construction",NFQ Level 10,University College Dublin,10
10947,2015,"Engineering, Manufacturing and Construction",NFQ Level 10,"National University of Ireland, Galway",20
10949,2015,"Engineering, Manufacturing and Construction",NFQ Level 10,University of Limerick,10
10959,2015,"Engineering, Manufacturing and Construction",NFQ Level 10,Trinity College Dublin,20
11000,2015,"Agriculture, Forestry, Fisheries and Veterinary",NFQ Level 6,Dundalk IT,30
